sw krw krn krwf krnf vw vn force pw pn wet peff
0.27369044 0.11445322 2.2233953 0.10512306 2.0448733 1.2034376e-05 0.00023378262 1e-05 0.3275944 0.33537209 716056.94 0.42774372
0.2736823 0.11468323 2.2224844 0.10519162 2.0439116 1.205856e-05 0.00023368684 1e-05 0.32759408 0.33537207 716104.1 0.42786833
0.27366863 0.11492072 2.2224803 0.10537392 2.0437543 1.2083532e-05 0.00023368641 1e-05 0.32759345 0.33537217 716152.8 0.42782561
0.27366537 0.11520973 2.2222509 0.10560467 2.0432308 1.211392e-05 0.00023366229 1e-05 0.32759272 0.33537232 716201.61 0.4278147
0.27366237 0.11556513 2.222047 0.10571614 2.0429199 1.2151289e-05 0.00023364085 1e-05 0.32759202 0.33537241 716252.92 0.42778697
0.27365848 0.11525209 2.2216785 0.10539317 2.0423979 1.2118374e-05 0.00023360211 1e-05 0.32759091 0.33537274 716280.22 0.42791172
0.27365836 0.11628623 2.2215891 0.10622683 2.0423885 1.2227111e-05 0.00023359271 1e-05 0.3275904 0.33537281 716319.51 0.4277388
0.27364908 0.11687264 2.2218166 0.10670895 2.0424194 1.228877e-05 0.00023361663 1e-05 0.32759031 0.33537269 716373.88 0.42758995
0.2736467 0.11627551 2.2197615 0.1058925 2.0402359 1.2225983e-05 0.00023340054 1e-05 0.32758823 0.33537328 716400.1 0.42807541
0.27364908 0.11636346 2.2203861 0.1060551 2.040589 1.2235231e-05 0.00023346621 1e-05 0.327588 0.3353732 716442.38 0.42794488
0.27364482 0.11646289 2.2197902 0.10627751 2.0398237 1.2245686e-05 0.00023340356 1e-05 0.32758742 0.33537327 716489.41 0.42803581
0.2736388 0.11666392 2.2194213 0.10646794 2.0392444 1.2266823e-05 0.00023336477 1e-05 0.32758676 0.33537336 716536.75 0.42806658
0.27363579 0.11679236 2.2190722 0.10652404 2.0386116 1.2280328e-05 0.00023332806 1e-05 0.32758613 0.33537342 716584.11 0.42810702
0.2736388 0.11665199 2.2188916 0.10651097 2.0380035 1.2265568e-05 0.00023330907 1e-05 0.32758558 0.33537349 716632.88 0.42816586
0.2736388 0.11678711 2.2184787 0.10656571 2.0373683 1.2279777e-05 0.00023326566 1e-05 0.32758504 0.33537354 716681.95 0.42821677
0.27364043 0.11716957 2.2184004 0.10689327 2.0372409 1.2319991e-05 0.00023325742 1e-05 0.32758477 0.33537351 716733.32 0.42816102
0.27363116 0.11605555 2.2158435 0.10577679 2.0345762 1.2202856e-05 0.00023298858 1e-05 0.32758361 0.33537377 716764.71 0.42883503
0.27363604 0.11649723 2.2154787 0.10610968 2.034033 1.2249296e-05 0.00023295022 1e-05 0.32758276 0.33537395 716804.19 0.42882089
0.27363366 0.1167882 2.2156241 0.10627467 2.0341741 1.2279891e-05 0.00023296551 1e-05 0.32758228 0.335374 716847.63 0.42874066
0.27363191 0.11687528 2.2150229 0.10623147 2.0336162 1.2289047e-05 0.00023290229 1e-05 0.3275816 0.33537409 716891.74 0.4288352
0.27362827 0.11701186 2.2143801 0.1063592 2.0328035 1.2303408e-05 0.00023283471 1e-05 0.32758096 0.33537419 716934.7 0.4289283
0.27846018 0.082263597 1.9375751 0.073932449 1.7614447 7.3624655e-06 0.00017340999 8.5117731e-06 0.3277416 0.33535436 709054.37 0.49508904
0.28362952 0.11047996 1.9742097 0.099346132 1.8004621 9.8877866e-06 0.00017668873 8.5117731e-06 0.32791676 0.33533113 700168.28 0.47968772
0.28899389 0.12858266 1.950826 0.11787074 1.777251 1.1507951e-05 0.00017459593 8.5117731e-06 0.32809495 0.33530796 690733.54 0.48090595
0.29453939 0.13510244 1.9330609 0.12403718 1.7607613 1.209146e-05 0.00017300598 8.5117731e-06 0.32826578 0.3352876 680876.77 0.48352081
0.30014781 0.13401478 1.9202615 0.12212021 1.7496364 1.1994117e-05 0.00017186045 8.5117731e-06 0.32842622 0.33527048 670873.17 0.48678944
0.30584296 0.16662718 1.9487377 0.15393815 1.778772 1.4912877e-05 0.00017440903 8.5117731e-06 0.32858831 0.33525131 660772.6 0.47273168
0.31156169 0.19674878 1.9678116 0.18368663 1.7988484 1.7608714e-05 0.00017611611 8.5117731e-06 0.32874605 0.33523327 650519.11 0.46198758
0.31732754 0.2305787 1.9994716 0.21710311 1.8281774 2.0636439e-05 0.00017894964 8.5117731e-06 0.32889849 0.33521645 640173.3 0.44842037
0.32310179 0.2675527 2.034156 0.25434356 1.8597965 2.3945555e-05 0.00018205383 8.5117731e-06 0.32904439 0.33520112 629786.86 0.43445985
0.32894473 0.30921792 2.0287322 0.29629012 1.8524006 2.7674529e-05 0.00018156842 8.5117731e-06 0.32917742 0.3351892 619450.22 0.42772511
0.33137779 0.24316902 1.6322978 0.24237176 1.4716084 2.1763254e-05 0.00014608814 8.5117731e-06 0.3293921 0.33514338 615095.15 0.53320058
0.33116872 0.24047802 1.7358354 0.23832803 1.5676899 2.1522414e-05 0.0001553546 8.5117731e-06 0.32929365 0.33517866 615610.69 0.50599262
0.33100063 0.2432851 1.8203373 0.24077632 1.6483125 2.1773642e-05 0.00016291739 8.5117731e-06 0.32923575 0.33520247 616004.96 0.48458478
0.33087629 0.26447022 1.8782469 0.2626129 1.7053785 2.3669678e-05 0.00016810021 8.5117731e-06 0.32919218 0.335222 616234.59 0.46669715
0.33079394 0.25887669 1.8536944 0.25886271 1.6825642 2.3169065e-05 0.0001659028 8.5117731e-06 0.32916365 0.33523418 616453.84 0.47335684
0.33068877 0.26049113 1.846699 0.2602392 1.6771061 2.3313556e-05 0.00016527672 8.5117731e-06 0.32913829 0.33524554 616695.63 0.47456562
0.3306098 0.28900049 1.8668748 0.28850037 1.6976841 2.58651e-05 0.00016708242 8.5117731e-06 0.3291166 0.33525553 616936.59 0.46384873
0.33054475 0.31577505 1.8764875 0.31604076 1.7092409 2.8261381e-05 0.00016794274 8.5117731e-06 0.32909756 0.33526463 617140.64 0.45614975
0.33048784 0.33197009 1.8821422 0.33503739 1.7157404 2.9710813e-05 0.00016844883 8.5117731e-06 0.32907888 0.33527356 617173.47 0.45164829
0.33042292 0.32732629 1.8324255 0.32932096 1.6678011 2.92952e-05 0.00016399927 8.5117731e-06 0.32906197 0.33528136 617328.49 0.46301616
