sw krw krn krwf krnf vw vn force pw pn wet peff
0.10697742 -0.04152681 27.370731 -0.040827733 20.667181 -1.7566209e-06 0.0011578062 1e-05 0.31928734 0.33500547 1747486 0.036590893
0.1069819 -0.040137428 27.372327 -0.039470841 20.671587 -1.6978488e-06 0.0011578737 1e-05 0.31929557 0.33500508 1747419.3 0.036586897
0.10698839 -0.034567053 27.364296 -0.037169733 20.669011 -1.462217e-06 0.001157534 1e-05 0.31930258 0.33500485 1747348.6 0.036590191
0.10699502 -0.041700454 27.360532 -0.038603988 20.666557 -1.7639662e-06 0.0011573748 1e-05 0.31930769 0.33500479 1747237.1 0.036604786
0.10700521 -0.040628921 27.357031 -0.040376731 20.665171 -1.7186394e-06 0.0011572267 1e-05 0.31931602 0.33500434 1747184.2 0.036608042
0.10701478 -0.043516879 27.368003 -0.042596444 20.671309 -1.8408025e-06 0.0011576908 1e-05 0.31932604 0.33500352 1747156.4 0.036597212
0.10701061 -0.049379987 27.376389 -0.04507517 20.678378 -2.0888172e-06 0.0011580455 1e-05 0.31933908 0.3350025 1747124.5 0.036593833
0.10701108 -0.044679343 27.375375 -0.043440517 20.678766 -1.8899758e-06 0.0011580026 1e-05 0.31934835 0.33500196 1747082.1 0.036588897
0.10702173 -0.042675689 27.393093 -0.041731057 20.680701 -1.8052195e-06 0.0011587521 1e-05 0.3193562 0.33500113 1747067.2 0.036562514
0.10701417 -0.03932855 27.408314 -0.042028988 20.688501 -1.6636325e-06 0.001159396 1e-05 0.31936345 0.33500025 1747047.5 0.036537708
0.10701864 -0.038469068 27.395482 -0.041192349 20.679568 -1.6272757e-06 0.0011588532 1e-05 0.31937056 0.33499982 1747012.3 0.036553699
0.10701725 -0.039481893 27.39152 -0.041860457 20.678078 -1.6701191e-06 0.0011586856 1e-05 0.31937887 0.33499959 1746913 0.036560347
0.10701494 -0.033687441 27.385575 -0.040799853 20.67546 -1.4250086e-06 0.0011584341 1e-05 0.31938715 0.33499909 1746876 0.036560548
0.1070171 -0.018230449 27.397599 -0.035111616 20.678398 -7.7116414e-07 0.0011589427 1e-05 0.31939854 0.33499795 1746868.4 0.036523851
0.10701247 -0.024777347 27.39738 -0.035808201 20.68241 -1.0481037e-06 0.0011589334 1e-05 0.31940633 0.33499731 1746826.4 0.03653288
0.10701216 -0.027508795 27.38536 -0.037027876 20.677755 -1.1636464e-06 0.001158425 1e-05 0.31941473 0.33499674 1746808.4 0.036552579
0.10701555 -0.024879145 27.376263 -0.036862289 20.677059 -1.0524099e-06 0.0011580402 1e-05 0.31942181 0.33499626 1746788.6 0.036561222
0.107012 -0.026261238 27.368065 -0.036988707 20.671734 -1.1108737e-06 0.0011576934 1e-05 0.31942919 0.33499571 1746757.2 0.036574031
0.10702219 -0.030445372 27.359345 -0.038320297 20.665335 -1.2878662e-06 0.0011573245 1e-05 0.31943497 0.33499537 1746723.2 0.036591301
0.10703624 -0.033134659 27.351124 -0.038475325 20.658246 -1.4016254e-06 0.0011569768 1e-05 0.31944113 0.33499508 1746690.7 0.036605915
0.10705307 -0.032729099 27.326559 -0.040095891 20.636023 -1.3844699e-06 0.0011559377 1e-05 0.31944316 0.334995 1746657.5 0.036638317
0.10705847 -0.031354495 27.320796 -0.039698577 20.634139 -1.3263229e-06 0.0011556939 1e-05 0.31945068 0.33499454 1746629.2 0.036644209
0.1070702 -0.030569989 27.314849 -0.039441277 20.631996 -1.2931376e-06 0.0011554423 1e-05 0.31945897 0.33499401 1746605.5 0.036651142
0.10707051 -0.038183356 27.308368 -0.043157903 20.630117 -1.6151898e-06 0.0011551681 1e-05 0.3194701 0.33499295 1746595.6 0.036670086
0.11428388 -0.25968421 27.60755 -0.12298354 20.469552 -6.0827359e-06 0.00064666788 5.5373753e-06 0.32013243 0.33503294 1737191.4 0.036565925
0.12170627 -0.17504522 27.712891 -0.11229115 20.482712 -4.1001871e-06 0.00064913535 5.5373753e-06 0.32071357 0.33507798 1727079.5 0.036313661
0.1292256 -0.21392581 27.305226 -0.17579626 20.067638 -5.0109102e-06 0.00063958637 5.5373753e-06 0.32123149 0.33512528 1716538.1 0.036912219
0.13682753 -0.13162222 26.828841 -0.12612476 19.659934 -3.0830646e-06 0.00062842773 5.5373753e-06 0.32169854 0.33517508 1705578.3 0.037457085
0.14439132 -0.18378625 26.473252 -0.1522645 19.309997 -4.3049335e-06 0.00062009856 5.5373753e-06 0.32202283 0.33523531 1694015.2 0.03803805
0.15194971 0.12811548 26.193327 0.12975228 19.036754 3.0009243e-06 0.00061354172 5.5373753e-06 0.32229394 0.33530396 1681292.8 0.037991838
